employee_id,age,gender,department,job_level,years_experience,work_mode,weekly_work_hours,meetings_per_week,tasks_completed_per_week,collaboration_score,training_hours_per_year,salary_usd,last_promotion_months_ago,manager_rating,self_rating,sick_days_per_year,overtime_frequency,work_life_balance_score,stress_level,sleep_hours_avg,exercise_days_per_week,num_direct_reports,project_success_rate,remote_tools_proficiency,burnout_risk,productivity_score
EMP0635,55,Female,Marketing,Manager,19,Hybrid,53,12,33,8.63,66.0,118824,25,4.1,3.0,27,Sometimes,3.62,7,6.1,2.0,9,0.84,4,0,100.0
EMP0636,24,Female,Operations,Senior,1,Remote,41,19,34,4.21,12.0,170031,11,,2.2,4,Sometimes,6.28,9,7.0,6.0,4,0.51,7,0,100.0
EMP0637,33,Female,HR,Mid,0,Hybrid,55,8,33,1.97,46.0,82289,48,4.6,2.3,26,Always,6.45,9,5.1,2.0,9,0.61,10,1,100.0
EMP0638,22,Male,Data Science,Mid,23,Remote,55,19,30,4.79,49.0,177215,13,1.8,4.8,13,Always,2.1,10,6.8,4.0,5,0.8,5,1,100.0
EMP0639,26,Male,Data Science,Mid,26,Hybrid,58,9,23,7.54,77.0,70481,45,3.5,1.7,9,Rarely,5.94,5,5.6,2.0,7,0.69,4,0,100.0
EMP0640,51,Female,Marketing,Lead,1,Remote,47,7,30,1.97,84.0,112097,34,4.9,2.2,1,Often,1.11,7,4.9,1.0,5,0.84,9,1,100.0
EMP0641,51,Male,Engineering,Senior,30,On-site,49,8,31,2.85,25.0,57578,28,4.5,3.0,4,Always,5.51,5,7.7,4.0,3,0.98,8,0,100.0
EMP0642,38,Female,Engineering,Senior,13,Remote,56,24,34,2.33,2.0,178859,11,4.8,4.5,0,Never,7.28,3,5.3,3.0,2,0.47,3,0,100.0
EMP0643,44,Female,Operations,Mid,1,Hybrid,48,23,34,8.17,50.0,107048,43,2.4,2.7,24,Rarely,1.66,10,6.0,2.0,1,0.83,6,1,100.0
EMP0644,36,Female,Operations,Senior,28,Hybrid,40,11,7,1.57,39.0,176668,65,1.4,4.0,9,Often,9.45,8,5.8,5.0,0,0.54,4,1,28.21
EMP0645,58,Female,Operations,Junior,14,Hybrid,41,12,11,7.18,67.0,130737,1,1.8,4.4,28,Never,5.13,8,6.8,1.0,1,0.65,7,1,67.28
EMP0646,42,Female,Engineering,Senior,11,Remote,46,14,13,4.3,,53687,58,3.0,2.2,25,Never,9.45,9,6.5,4.0,1,0.42,1,1,52.7
EMP0647,35,Female,Data Science,Mid,27,On-site,34,10,17,7.8,50.0,157540,16,,2.6,24,Often,1.97,6,,1.0,4,0.48,1,1,70.91
EMP0648,23,Female,Engineering,Mid,19,Hybrid,43,8,19,9.68,0.0,65183,9,,2.4,21,Rarely,9.55,2,5.6,4.0,8,0.59,6,0,100.0
EMP0649,32,Female,Finance,Senior,23,Hybrid,53,10,9,2.03,,55758,17,3.6,4.3,26,Never,1.98,3,6.2,4.0,0,0.61,10,0,46.12
EMP0650,59,Male,HR,Manager,20,Remote,30,14,33,3.83,6.0,167154,21,2.3,1.2,8,Sometimes,5.15,10,6.9,4.0,3,0.94,7,0,100.0
EMP0651,55,Male,Operations,Junior,9,Hybrid,57,4,39,8.29,51.0,131368,57,2.4,2.2,29,Often,9.44,6,6.6,5.0,9,0.85,9,1,100.0
EMP0652,59,Female,Data Science,Lead,13,Hybrid,53,4,31,3.4,10.0,80891,52,3.6,3.7,2,Often,3.09,1,7.8,,6,0.98,7,1,100.0
EMP0653,55,Male,Marketing,Mid,17,Remote,41,2,31,2.94,26.0,81901,0,2.9,3.3,14,Always,1.31,2,7.4,4.0,10,0.76,9,0,100.0
EMP0654,39,Male,Marketing,Mid,23,Remote,49,22,12,8.43,13.0,138912,60,4.2,2.7,3,Rarely,8.14,8,7.8,,9,0.55,10,0,78.1
EMP0655,51,Male,HR,Junior,13,On-site,45,21,36,9.88,85.0,106062,30,1.6,3.2,12,Sometimes,6.36,8,8.1,1.0,2,0.6,9,0,100.0
EMP0656,36,Female,Data Science,Mid,33,Remote,54,3,24,6.01,79.0,107008,30,4.2,1.8,5,Sometimes,5.63,6,6.7,4.0,7,0.59,8,0,100.0
EMP0657,48,Female,Engineering,Mid,11,Remote,52,4,14,3.5,45.0,168847,65,1.3,2.7,19,Always,1.31,3,7.5,3.0,2,0.6,7,1,51.32
EMP0658,55,Female,Engineering,Junior,21,Hybrid,33,16,17,4.59,75.0,52974,18,1.8,3.0,16,Never,6.88,2,6.9,6.0,7,0.8,3,0,80.0
EMP0659,59,Female,Finance,Mid,5,On-site,49,7,33,2.53,9.0,115591,52,3.6,4.6,22,Never,2.54,6,8.1,5.0,1,0.72,3,0,100.0
EMP0660,54,Female,Finance,Manager,21,Remote,43,14,39,7.86,23.0,53615,21,4.4,2.0,4,Sometimes,9.38,1,4.4,5.0,4,0.63,5,0,100.0
EMP0661,45,Male,Engineering,Junior,13,Hybrid,45,22,12,7.96,60.0,57838,22,2.0,4.5,29,Rarely,7.17,10,6.1,1.0,3,0.49,7,1,58.72
EMP0662,36,Female,Marketing,Senior,15,Remote,39,2,33,8.88,17.0,75728,14,2.3,3.6,14,Never,7.36,6,7.0,6.0,10,0.41,10,0,100.0
EMP0663,51,Male,Operations,Mid,24,Remote,58,21,35,1.24,85.0,151249,25,3.1,1.1,7,Often,3.09,9,7.2,4.0,8,0.53,7,1,93.4
EMP0664,38,Female,Marketing,Senior,31,Remote,53,20,34,6.06,8.0,113000,2,1.8,3.9,24,Always,8.93,7,6.5,1.0,2,0.46,1,0,100.0
EMP0665,26,Female,Finance,Mid,32,On-site,39,2,26,2.93,16.0,87798,19,4.2,1.1,4,Rarely,5.84,9,4.5,5.0,11,0.87,8,1,99.73
EMP0666,50,Male,HR,Junior,19,Remote,34,22,25,4.07,57.0,179608,39,4.1,5.0,23,Never,8.71,2,6.3,3.0,10,0.47,1,0,94.57
EMP0667,25,Male,Engineering,Junior,17,Remote,41,23,16,8.06,12.0,171772,38,1.6,4.5,12,Sometimes,3.44,5,7.5,1.0,4,0.83,4,0,82.72
EMP0668,31,Male,Finance,Junior,2,Hybrid,48,3,15,2.73,49.0,45248,71,2.9,2.2,0,Always,7.8,9,6.1,3.0,9,0.63,2,1,60.96
EMP0669,38,Male,Finance,Junior,22,On-site,46,16,6,6.75,5.0,80291,17,4.1,2.0,0,Never,6.17,7,6.6,6.0,8,0.44,5,0,40.61
EMP0670,31,Male,Operations,Senior,31,Remote,55,15,6,6.89,84.0,117629,40,2.3,2.5,6,Sometimes,1.44,9,8.8,6.0,5,0.89,6,1,46.59
EMP0671,38,Female,Engineering,Lead,15,Hybrid,51,20,38,9.59,50.0,160612,69,3.5,2.4,21,Never,4.65,6,6.3,2.0,1,0.75,4,0,100.0
EMP0672,41,Female,Operations,Lead,4,Remote,52,12,7,7.98,35.0,52177,26,1.2,2.5,4,Always,2.66,7,6.3,4.0,0,0.54,4,1,49.71
EMP0673,45,Female,Engineering,Senior,3,Hybrid,47,16,20,8.23,70.0,78815,14,3.4,2.3,13,Often,4.23,10,6.7,3.0,11,0.94,7,1,94.32
EMP0674,26,Female,Operations,Junior,20,Hybrid,33,7,8,5.78,99.0,73533,36,1.6,3.5,14,Often,4.45,5,6.8,4.0,10,0.43,4,0,41.56
EMP0675,55,Female,Marketing,Mid,13,Hybrid,43,21,27,2.68,24.0,35026,57,4.3,1.7,20,Sometimes,5.27,6,6.7,6.0,0,0.52,2,0,93.39
EMP0676,27,Female,HR,Mid,30,Remote,53,10,24,4.83,10.0,139997,4,2.4,4.4,29,Often,6.4,1,7.0,3.0,6,0.85,4,0,97.75
EMP0677,23,Male,HR,Junior,13,Remote,44,6,29,5.95,43.0,95611,6,2.1,4.2,24,Always,6.14,1,5.1,0.0,11,0.83,7,1,100.0
EMP0678,34,Female,Engineering,Mid,5,Remote,49,21,34,7.11,13.0,122242,40,4.4,2.9,16,Sometimes,1.35,2,6.4,6.0,1,0.57,1,0,100.0
EMP0679,32,Male,Data Science,Mid,11,Remote,42,3,22,6.47,28.0,139913,9,1.2,4.4,23,Never,7.76,4,5.0,0.0,6,0.44,4,0,83.29
EMP0680,44,Non-binary,Finance,Mid,15,Remote,36,7,15,4.55,73.0,77082,61,2.6,2.0,17,Rarely,9.54,9,6.6,0.0,0,0.91,6,1,65.53
EMP0681,37,Female,Finance,Mid,16,On-site,44,19,33,3.39,49.0,138613,25,2.5,1.1,6,Never,4.14,7,7.2,6.0,3,0.59,8,0,100.0
EMP0682,52,Female,Engineering,Lead,22,On-site,47,24,21,2.51,4.0,133315,67,2.1,3.5,21,Always,2.62,6,6.3,3.0,9,0.52,8,1,73.37
EMP0683,32,Male,Operations,Senior,13,On-site,39,20,30,7.24,71.0,124690,23,4.6,2.8,25,Sometimes,5.86,1,5.4,5.0,10,0.71,9,0,100.0
EMP0684,37,Female,Data Science,Mid,6,On-site,43,10,27,6.81,68.0,130220,40,4.0,3.3,17,Never,7.34,5,6.0,,3,0.95,5,0,100.0
EMP0685,29,Female,Marketing,Lead,31,Hybrid,37,22,24,7.19,87.0,50389,64,1.3,4.6,27,Sometimes,7.11,4,8.7,4.0,4,0.43,2,0,90.43
EMP0686,25,Male,Operations,Manager,14,Hybrid,53,7,6,4.35,56.0,126860,16,3.9,4.9,28,Often,6.51,5,8.2,0.0,9,0.86,3,0,58.93
EMP0687,25,Male,Operations,Mid,16,Remote,42,15,28,3.36,25.0,56797,23,3.1,3.5,18,Rarely,2.32,9,5.8,4.0,0,0.74,2,1,81.73
EMP0688,46,Female,Engineering,Mid,33,Hybrid,56,14,35,7.84,5.0,146975,26,,4.1,19,Always,8.53,3,5.8,3.0,6,0.66,9,1,100.0
EMP0689,24,Male,Engineering,Mid,4,Hybrid,57,12,31,7.96,15.0,132169,6,2.3,1.3,6,Never,4.83,4,6.4,,10,0.85,6,0,100.0
EMP0690,53,Female,Finance,Manager,26,Hybrid,44,13,6,5.1,59.0,101332,11,3.3,1.6,7,Rarely,2.99,8,8.0,4.0,1,0.98,1,1,49.67
EMP0691,24,Male,Engineering,Lead,22,On-site,36,20,18,6.51,99.0,173260,2,3.0,3.9,12,Always,1.78,3,4.4,0.0,11,0.54,3,1,83.0
EMP0692,48,Male,Engineering,Junior,13,Remote,30,20,8,4.36,,58696,9,3.0,2.7,26,Always,4.75,3,5.8,6.0,10,0.49,7,1,44.86
EMP0693,50,Female,Engineering,Mid,14,Remote,33,22,17,7.32,74.0,37024,32,2.8,2.8,17,Often,6.56,9,7.0,5.0,10,0.95,7,1,74.96
EMP0694,53,Male,Finance,Senior,32,On-site,34,20,39,8.52,2.0,172656,45,1.8,2.2,23,Sometimes,6.99,5,6.9,1.0,1,0.8,5,0,100.0
EMP0695,40,Female,Marketing,Mid,30,Remote,56,14,12,7.19,62.0,125998,58,4.0,3.4,10,Sometimes,9.66,10,6.0,2.0,7,0.66,3,1,75.24
EMP0696,42,Male,Marketing,Junior,34,Hybrid,45,15,6,5.61,63.0,40285,51,2.8,1.7,8,Rarely,2.38,1,6.2,3.0,8,0.74,7,0,51.6
EMP0697,26,Male,Engineering,Lead,16,On-site,48,19,10,5.13,61.0,42370,5,4.8,3.5,22,Often,9.87,7,6.9,3.0,5,0.85,5,0,61.32
EMP0698,39,Female,Finance,Senior,27,Hybrid,30,13,35,6.78,5.0,52903,1,2.0,1.7,0,Always,6.89,7,6.0,3.0,10,0.86,6,0,100.0
EMP0699,49,Female,Marketing,Lead,18,Hybrid,35,5,14,7.12,18.0,132904,28,3.7,1.3,21,Often,5.09,6,5.2,2.0,0,0.95,3,1,80.03
EMP0700,43,Female,Operations,Lead,22,Remote,52,11,25,6.03,17.0,57995,39,4.8,2.3,7,Often,8.99,6,6.3,1.0,0,0.66,6,0,99.08
EMP0701,42,Female,Marketing,Senior,31,Remote,47,18,14,6.62,79.0,140160,60,3.7,1.9,20,Rarely,7.25,3,6.7,5.0,10,0.58,7,0,71.95
EMP0702,27,Female,Marketing,Mid,12,On-site,43,5,27,1.87,86.0,123377,67,4.5,4.6,11,Sometimes,4.14,3,4.0,,6,0.78,8,0,100.0
EMP0703,22,Male,Finance,Senior,19,Hybrid,49,13,7,9.57,42.0,179638,67,4.3,1.2,1,Often,8.96,10,,5.0,7,0.65,2,1,54.19
EMP0704,26,Male,Operations,Junior,34,Hybrid,58,14,36,8.12,72.0,72822,28,2.4,1.7,14,Often,7.0,9,7.7,3.0,2,0.76,2,1,100.0
EMP0705,33,Female,Finance,Senior,4,Remote,43,5,24,4.37,,142412,61,3.4,3.2,20,Often,7.29,1,6.1,4.0,8,0.65,6,0,92.33
EMP0706,47,Female,Engineering,Junior,8,Remote,45,11,14,6.07,71.0,86222,59,1.6,2.9,23,Never,9.07,7,6.1,0.0,3,0.49,8,0,64.57
EMP0707,55,Female,HR,Senior,28,On-site,46,4,33,1.43,37.0,129088,40,3.1,1.2,17,Often,5.04,10,5.6,5.0,3,0.68,5,1,100.0
EMP0708,35,Male,Marketing,Junior,5,Remote,64,16,38,1.37,67.0,125450,64,1.9,1.0,16,Often,6.91,7,6.3,0.0,2,0.81,1,1,100.0
EMP0709,47,Male,HR,Junior,24,Hybrid,30,3,24,3.26,75.0,144366,63,4.0,5.0,14,Always,7.7,8,,0.0,7,0.88,1,1,96.75
EMP0710,48,Female,Finance,Junior,30,Remote,50,18,12,7.21,43.0,145078,62,,3.6,19,Never,5.09,6,8.2,6.0,8,0.7,10,0,72.61
EMP0711,30,Female,Finance,Junior,21,Hybrid,44,7,11,8.67,94.0,98853,47,2.6,2.5,19,Often,1.75,8,,5.0,0,0.5,9,1,62.98
EMP0712,47,Female,Finance,Senior,1,On-site,49,9,10,6.03,88.0,158794,19,2.1,2.9,8,Often,7.94,1,4.0,,1,0.65,4,1,68.88
EMP0713,43,Female,HR,Senior,4,Hybrid,39,4,15,5.79,79.0,87442,36,,2.1,2,Rarely,1.43,1,7.2,2.0,0,0.87,10,0,81.47
EMP0714,51,Female,Finance,Mid,26,Remote,44,19,22,4.62,62.0,44675,63,1.3,2.4,19,Rarely,7.46,9,8.6,3.0,3,0.65,1,1,77.89
EMP0715,38,Male,Engineering,Junior,24,Hybrid,50,23,33,2.45,41.0,124590,4,1.2,3.6,18,Never,9.2,4,7.1,0.0,9,0.82,8,0,100.0
EMP0716,47,Male,Finance,Junior,7,On-site,69,2,29,2.07,63.0,143570,33,1.9,4.5,17,Always,4.12,3,7.9,0.0,6,0.7,2,1,98.35
EMP0717,57,Male,Data Science,Junior,0,Hybrid,51,17,25,7.85,53.0,66661,38,4.9,1.7,19,Never,1.92,6,7.3,3.0,6,0.54,2,0,100.0
EMP0718,22,Male,HR,Junior,19,On-site,38,8,7,9.35,77.0,99289,66,4.9,4.4,29,Never,3.1,10,7.7,2.0,11,0.88,1,1,70.19
EMP0719,29,Female,Data Science,Lead,22,Hybrid,41,4,22,5.12,76.0,52184,61,,1.5,7,Rarely,6.06,9,7.6,2.0,5,0.45,1,0,76.01
EMP0720,56,Male,Finance,Junior,31,On-site,41,24,28,6.94,70.0,82963,23,4.5,1.9,0,Rarely,9.48,10,7.6,6.0,10,0.71,9,0,100.0
EMP0721,36,Female,Engineering,Mid,10,Hybrid,30,5,14,9.23,75.0,40267,2,1.9,1.1,23,Always,5.61,4,6.9,4.0,4,0.53,1,0,78.83
EMP0722,43,Male,Marketing,Junior,23,Remote,42,10,31,1.81,36.0,97814,70,4.9,1.6,23,Often,2.01,9,4.4,1.0,10,0.44,6,1,98.56
EMP0723,35,Male,Operations,Junior,10,Remote,50,6,16,7.93,3.0,71025,66,1.6,4.7,14,Always,6.65,5,5.2,0.0,3,0.7,7,1,80.57
EMP0724,47,Male,Operations,Mid,28,Remote,34,20,11,6.55,1.0,156246,49,1.4,2.8,18,Often,7.6,7,5.2,2.0,11,0.7,4,1,57.01
EMP0725,49,Male,Finance,Senior,25,On-site,53,16,21,6.39,,112605,28,1.4,1.3,29,Sometimes,4.54,3,4.0,5.0,7,0.82,5,0,91.72
EMP0726,44,Female,Engineering,Junior,15,On-site,48,9,5,3.63,43.0,167053,31,3.3,4.8,25,Rarely,7.49,3,6.0,6.0,6,0.85,4,0,56.08
EMP0727,35,Male,HR,Junior,34,Hybrid,39,7,30,7.16,66.0,78436,38,,4.5,9,Sometimes,3.92,3,8.2,0.0,10,0.84,4,0,100.0
EMP0728,45,Female,Data Science,Mid,19,Remote,43,19,19,8.15,67.0,112192,8,2.5,4.0,11,Sometimes,8.1,8,4.8,1.0,10,0.65,10,1,80.93
EMP0729,23,Male,Data Science,Junior,2,Remote,57,20,37,2.02,75.0,155591,13,4.9,4.7,27,Rarely,4.07,6,7.4,,9,0.78,1,0,100.0
EMP0730,47,Male,Data Science,Junior,0,On-site,50,16,35,5.8,82.0,119511,67,2.7,1.9,5,Sometimes,3.3,9,,0.0,0,0.75,6,1,100.0
EMP0731,35,Male,HR,Manager,0,Hybrid,45,8,39,1.91,73.0,44665,63,1.6,4.3,28,Never,8.91,9,6.8,6.0,5,0.65,10,1,100.0
EMP0732,28,Female,Operations,Senior,16,Remote,43,11,5,8.85,61.0,126277,19,2.9,3.8,12,Often,5.94,8,7.9,6.0,1,0.76,10,1,49.54
EMP0733,24,Female,Engineering,Senior,1,Hybrid,45,7,12,5.57,0.0,87474,27,3.7,4.5,3,Always,3.57,1,6.5,2.0,3,0.97,7,0,87.79
EMP0734,44,Male,HR,Mid,28,Remote,40,15,16,8.27,16.0,110911,13,4.3,4.2,12,Rarely,9.42,6,8.3,4.0,4,0.52,7,0,87.36
EMP0735,39,Male,Data Science,Mid,19,Remote,30,18,23,4.31,15.0,127643,43,2.8,2.4,16,Never,7.22,4,6.3,3.0,7,0.94,8,0,99.01
EMP0736,59,Female,Finance,Mid,5,Hybrid,61,10,29,2.13,8.0,65484,38,3.4,4.1,29,Always,2.99,4,6.9,6.0,5,0.43,7,1,99.79
EMP0737,56,Male,Marketing,Senior,7,Remote,46,20,36,1.37,52.0,136165,27,2.1,2.0,0,Always,6.53,3,6.3,5.0,10,0.59,6,0,100.0
EMP0738,36,Male,HR,Senior,28,On-site,48,6,16,3.53,72.0,60835,63,3.6,2.3,4,Always,8.83,9,,3.0,1,0.57,8,1,61.59
EMP0739,46,Female,HR,Junior,32,Remote,44,24,17,3.2,58.0,131453,31,4.9,1.4,27,Sometimes,7.27,2,4.9,2.0,4,0.78,3,0,75.84
EMP0740,58,Female,Engineering,Mid,2,Remote,39,8,32,6.04,8.0,88790,8,1.2,4.7,23,Sometimes,3.2,1,7.2,2.0,4,0.48,9,0,100.0
EMP0741,49,Male,Engineering,Mid,34,Remote,43,20,5,1.2,11.0,44643,27,4.5,2.2,16,Sometimes,6.84,10,8.1,5.0,5,0.93,3,0,31.26
EMP0742,31,Female,HR,Lead,4,On-site,32,21,10,5.69,40.0,110846,16,3.2,3.1,17,Sometimes,6.57,3,6.8,1.0,0,0.9,4,0,68.3
EMP0743,38,Female,Data Science,Senior,26,Hybrid,63,8,12,4.53,14.0,48200,54,,2.6,6,Never,8.39,4,7.1,6.0,7,0.79,10,0,71.52
EMP0744,43,Male,Marketing,Mid,11,Hybrid,35,3,8,6.19,65.0,87275,9,4.8,4.8,15,Sometimes,2.6,4,,5.0,2,0.68,6,0,73.04
EMP0745,47,Female,Engineering,Junior,19,Remote,36,24,9,7.32,74.0,124001,5,2.9,2.3,7,Rarely,7.3,6,7.0,0.0,4,0.96,8,0,65.01
EMP0746,46,Female,Data Science,Senior,19,Remote,41,17,29,6.71,10.0,77448,47,2.3,4.1,11,Always,1.25,1,,1.0,6,0.9,3,1,100.0
EMP0747,38,Male,Finance,Junior,8,Hybrid,55,14,26,9.86,7.0,126685,66,1.7,4.4,13,Never,7.27,1,5.1,3.0,2,0.7,10,0,100.0
EMP0748,34,Male,Engineering,Mid,3,On-site,45,9,32,2.24,54.0,45619,40,2.0,2.7,18,Sometimes,9.64,2,8.1,,9,0.82,6,0,100.0
EMP0749,41,Male,Data Science,Junior,18,On-site,35,7,27,4.87,95.0,140454,59,4.3,2.5,10,Always,2.57,4,6.5,1.0,5,0.74,5,1,100.0
EMP0750,46,Female,Data Science,Senior,26,Remote,55,7,8,4.82,5.0,36766,41,3.5,4.0,11,Never,3.8,7,6.6,3.0,4,0.75,5,0,51.43
EMP0751,25,Male,Marketing,Junior,12,Hybrid,50,10,8,4.75,52.0,38549,70,4.7,4.7,12,Always,6.25,6,7.2,0.0,6,0.6,5,0,55.36
EMP0752,31,Female,Marketing,Mid,12,On-site,49,5,25,6.97,19.0,142938,27,1.9,4.0,7,Never,7.59,9,7.5,4.0,9,0.68,9,0,87.64
EMP0753,24,Female,Finance,Lead,21,Remote,50,12,6,5.41,38.0,162673,12,1.5,1.9,0,Often,4.1,7,6.2,6.0,10,0.45,7,0,36.52
EMP0754,39,Male,Data Science,Junior,27,On-site,64,6,11,5.66,98.0,83328,14,1.0,4.6,8,Never,6.98,5,6.9,,2,0.61,9,0,57.19
EMP0755,57,Female,Operations,Mid,21,Remote,62,18,20,4.89,71.0,60301,35,3.0,2.6,27,Sometimes,9.09,6,6.4,5.0,1,0.82,9,0,85.39
EMP0756,43,Male,Data Science,Mid,18,On-site,39,21,21,9.93,33.0,79763,14,5.0,3.3,1,Always,7.54,10,4.7,5.0,3,0.97,6,1,100.0
EMP0757,55,Female,Marketing,Junior,7,On-site,57,8,24,9.35,56.0,79787,55,3.8,4.3,13,Always,7.4,9,6.1,4.0,2,0.98,6,1,100.0
EMP0758,29,Female,Operations,Senior,7,On-site,48,16,27,3.77,18.0,155675,3,2.2,1.8,12,Always,4.44,1,7.0,6.0,3,0.73,4,0,100.0
EMP0759,40,Male,Engineering,Junior,25,Hybrid,48,16,38,2.0,70.0,42425,51,4.5,4.1,15,Rarely,9.2,9,6.0,,6,0.76,8,0,100.0
EMP0760,58,Male,Engineering,Mid,25,Remote,31,15,15,8.56,30.0,47857,9,4.1,3.4,1,Rarely,3.5,6,6.0,6.0,4,0.51,2,0,81.17
EMP0761,27,Male,HR,Senior,22,On-site,43,14,38,9.97,81.0,127999,44,1.1,4.6,3,Sometimes,2.85,4,7.4,2.0,3,0.82,5,0,100.0
EMP0762,47,Male,Marketing,Senior,12,Remote,38,12,37,3.63,39.0,76457,28,4.3,1.7,11,Often,4.28,5,6.7,0.0,5,0.44,1,0,100.0
EMP0763,55,Male,HR,Senior,27,Remote,51,14,30,4.22,13.0,166776,52,2.2,2.7,15,Rarely,6.85,1,6.9,1.0,6,0.57,10,0,100.0
EMP0764,27,Male,Operations,Mid,8,Hybrid,53,23,6,9.47,99.0,40452,28,1.6,4.3,9,Never,8.76,7,4.6,2.0,11,0.8,2,0,51.62
EMP0765,58,Non-binary,Marketing,Junior,19,On-site,30,10,27,7.4,80.0,146153,22,1.9,1.1,2,Sometimes,2.19,8,7.0,5.0,10,0.59,1,1,96.87
EMP0766,54,Male,Finance,Senior,18,On-site,44,11,26,3.66,36.0,73862,56,2.9,1.4,3,Often,8.32,5,5.2,5.0,4,0.43,6,1,92.96
EMP0767,43,Male,Data Science,Mid,11,Remote,53,5,38,6.23,43.0,53300,49,2.7,5.0,5,Never,8.32,2,6.5,5.0,11,0.9,2,0,100.0
EMP0768,42,Female,Finance,Lead,14,On-site,43,18,19,9.5,8.0,175638,20,2.2,2.1,22,Always,6.28,8,5.2,2.0,6,0.59,4,1,86.56
EMP0769,27,Male,Operations,Lead,30,Hybrid,50,15,14,8.31,57.0,173573,42,1.7,4.9,4,Rarely,7.85,10,7.6,0.0,2,0.44,5,0,64.75
EMP0770,27,Non-binary,Marketing,Lead,13,Remote,47,19,19,7.68,19.0,36845,9,4.0,1.7,17,Never,2.64,7,,0.0,6,0.44,7,0,89.99
EMP0771,25,Female,Operations,Mid,10,Remote,47,12,33,7.63,91.0,154342,29,5.0,2.4,2,Often,2.53,10,6.3,2.0,11,0.55,10,1,100.0
EMP0772,51,Female,Data Science,Mid,25,Remote,42,17,27,2.6,49.0,74181,50,4.1,4.0,9,Sometimes,8.77,9,6.3,3.0,2,0.51,1,0,93.25
EMP0773,32,Male,Engineering,Senior,26,Remote,35,2,21,8.42,19.0,69404,32,2.2,3.6,10,Never,5.48,4,7.7,5.0,5,0.86,5,0,91.77
EMP0774,51,Male,Engineering,Mid,10,On-site,36,8,13,3.49,35.0,57564,17,2.0,3.3,18,Sometimes,3.21,9,7.2,1.0,7,0.59,4,1,39.81
EMP0775,52,Male,Operations,Junior,33,Hybrid,50,11,13,9.37,26.0,132898,21,1.9,3.1,13,Always,7.2,4,6.4,0.0,5,0.88,7,0,75.91
EMP0776,45,Female,HR,Lead,18,Hybrid,45,10,20,4.28,71.0,53227,63,1.5,4.4,20,Often,9.03,3,6.9,6.0,9,0.5,10,1,72.06
EMP0777,30,Male,Marketing,Lead,5,On-site,43,4,37,8.72,31.0,130259,20,3.2,1.9,27,Often,6.69,3,,2.0,10,0.7,7,0,100.0
EMP0778,24,Male,Marketing,Mid,27,Remote,41,23,35,3.4,0.0,159451,0,3.4,2.8,10,Rarely,4.13,10,5.7,3.0,2,0.81,8,1,100.0
EMP0779,52,Non-binary,Engineering,Junior,0,On-site,42,24,10,5.63,16.0,52215,14,3.8,1.6,27,Often,5.35,2,5.8,4.0,11,0.79,4,1,67.49
EMP0780,58,Male,Finance,Mid,34,Hybrid,53,15,14,1.96,8.0,165577,35,3.7,3.4,20,Never,7.77,10,7.5,2.0,4,0.76,4,0,56.7
EMP0781,57,Male,Data Science,Lead,7,On-site,42,16,20,6.94,83.0,106074,46,2.2,2.0,3,Never,1.61,3,9.0,6.0,8,0.95,10,0,96.8
EMP0782,45,Male,Finance,Lead,6,Remote,34,3,8,8.52,44.0,143621,53,2.3,2.3,23,Never,2.95,8,6.7,3.0,7,0.54,5,1,57.44
EMP0783,52,Non-binary,Finance,Junior,10,On-site,50,15,26,7.47,95.0,178526,31,3.7,2.9,21,Always,5.16,8,4.4,,5,0.7,5,1,100.0
EMP0784,27,Male,Operations,Junior,3,Remote,43,17,17,5.71,65.0,141759,57,2.4,1.1,5,Often,6.44,2,7.0,3.0,8,0.93,3,0,80.04
EMP0785,23,Female,Engineering,Lead,24,Remote,45,8,20,1.41,31.0,163471,45,1.9,1.4,16,Often,4.05,2,5.9,0.0,1,0.45,5,1,63.94
EMP0786,41,Female,Engineering,Mid,11,On-site,57,5,33,9.4,44.0,56711,53,2.5,3.7,21,Never,3.69,2,7.1,2.0,10,0.43,5,1,100.0
EMP0787,49,Male,Engineering,Mid,25,Remote,44,19,10,7.35,8.0,83398,32,2.1,2.7,18,Rarely,1.37,10,4.9,6.0,8,0.54,8,1,45.99
EMP0788,32,Female,Operations,Manager,11,Hybrid,47,6,30,7.71,29.0,36286,38,1.4,4.5,12,Rarely,1.29,7,4.7,4.0,9,0.78,7,1,100.0
EMP0789,25,Male,HR,Junior,23,Hybrid,35,7,15,8.15,83.0,143304,22,4.3,3.8,21,Often,3.51,6,6.1,3.0,9,0.56,8,1,76.14
EMP0790,36,Male,Finance,Senior,15,Hybrid,43,8,28,7.73,37.0,139959,42,4.4,1.0,9,Often,5.77,1,8.5,4.0,5,0.51,5,0,100.0
EMP0791,27,Female,Operations,Junior,12,Remote,49,16,33,4.97,59.0,94967,54,1.9,3.5,28,Sometimes,6.01,2,4.9,1.0,8,0.68,2,1,100.0
EMP0792,51,Female,Marketing,Mid,24,Remote,32,2,7,7.6,0.0,132803,1,1.3,1.4,10,Often,5.45,1,6.1,6.0,11,0.77,8,0,58.02
EMP0793,59,Female,Data Science,Lead,3,Remote,46,5,14,6.63,4.0,164745,65,4.0,4.1,28,Never,4.69,7,4.7,2.0,3,0.55,9,0,73.75
